what,kind,bundleId,bundleVersion,description,time
no handler,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1339859516672
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1339859519847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339859555344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859624077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859631489
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859660744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859668587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859672563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859674644
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859676222
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859683663
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339859686269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859691798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859720640
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1339859754358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339859760590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859761512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859766422
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859767283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339859769792
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1339859778704
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1339859782894
